Function,Time 1000,Time 10000,Time 100000,Time 1000000
COMPLEX_DELETE,0.005824582000000002,0.024019317999999974,0.32204380600000093,null
SIMPLE_UPDATE,0.010661873,0.054362864999999934,0.5685999050000005,null
COMPLEX_UPDATE,0.0028079549999999987,0.01623208000000003,0.07736973299999987,null
SIMPLE_SELECT,0.039688871999999986,0.49425284200000025,34.23061131600003,null
SIMPLE_DELETE,0.0026182919999999995,0.010036386000000036,0.07833435499999943,null
SIMPLE_INSERT,0.018558796000000002,0.03346510100000003,0.11667761099999907,null
COMPLEX_SELECT,0.010881623000000005,0.2500399239999995,16.606726486000042,null
