Function,Time 1000,Time 10000,Time 100000,Time 1000000
SIMPLE_SELECT,0.08729059999999997,1.3565387000000018,117.11488379999979,null
SIMPLE_INSERT,0.0249235,0.06500040000000006,0.234051200000001,null
SIMPLE_UPDATE,0.06591709999999996,0.4011312000000004,3.7765966000000173,null
COMPLEX_UPDATE,0.009284900000000002,0.024555799999999847,0.12229930000000454,null
COMPLEX_DELETE,0.012482699999999998,0.04591899999999996,0.437548200000004,null
SIMPLE_DELETE,0.0048115999999999975,0.017918199999999933,0.09133530000000481,null
COMPLEX_SELECT,0.06564059999999998,0.9944160000000001,59.59414480000014,null
